Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg F),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg F),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg F),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,AVG_CHT,CHT_OAT_Ratio,Fuel Flow Integral,Distance Traveled,Max CHT,Engine Run,Flight ID,Fuel Flow,MPG
0.06,1,7,2026-03-18 22:55:22,37.08163,-121.59962,385.0,0.0,344.7,-12.7,,,,,0.0,,,,,,,,,,,91.4,,,,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,18.4,,,,6.8,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
1.06,1,7,2026-03-18 22:55:23,37.08163,-121.59962,383.0,0.0,344.7,-12.6,,,,,0.0,10.7,-0.5,4.0,0.0,224.0,-0.0,-0.01,1.0,,-38.0,91.4,0.0,30.06,2399.0,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.387,0.0,238.45999999999998,,,,,,0.0,84.2,0.9212253829321663,0.0,0.0,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
2.06,1,7,2026-03-18 22:55:24,37.08163,-121.59962,381.0,0.0,344.7,-12.6,,,,,0.0,10.7,-0.5,4.1,0.0,224.0,0.0,-0.01,1.0,,5.0,91.4,0.0,30.06,2399.0,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.387,0.0,82.4,,,,,,0.0,84.2,0.9212253829321663,0.0,0.0,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
3.06,1,7,2026-03-18 22:55:25,37.08163,-121.59962,379.0,0.0,344.7,-12.6,,,,,0.0,10.7,-0.4,4.2,0.0,224.0,0.0,-0.01,1.0,,-15.0,91.4,0.0,30.06,2399.0,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,82.4,86.0,82.4,86.0,82.4,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,82.22,,,,,,0.0,82.85000000000001,0.9064551422319476,0.0,0.0,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
4.06,1,7,2026-03-18 22:55:26,37.08162,-121.59962,377.0,0.0,344.7,-12.6,,,,,0.0,10.7,-0.4,4.2,0.0,224.0,0.0,-0.01,1.0,,-5.0,91.4,0.0,30.06,2399.0,,,42.0,,125.0,800.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,82.4,86.0,82.4,86.0,82.4,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,82.04,,,,,,0.0,82.85000000000001,0.9064551422319476,0.0,0.0,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
5.06,1,7,2026-03-18 22:55:27,37.08162,-121.59961,376.0,0.4,344.7,-12.6,,,,,0.0,10.7,-0.5,4.1,0.0,224.0,-0.0,-0.01,1.0,99.0,-7.0,91.4,0.0,30.06,2410.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,82.04,,,,,,0.0,84.2,0.9212253829321663,0.0,0.3373333333333333,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
6.06,1,6,2026-03-18 22:55:28,37.08158,-121.59959,348.0,0.1,344.7,-12.6,,,,,0.0,10.7,-0.4,4.1,0.0,224.0,-0.0,-0.01,1.0,99.0,18.0,91.4,0.0,30.06,2410.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.387,0.0,81.86,,,,,,0.0,84.2,0.9212253829321663,0.0,0.7589999999999999,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
7.06,1,6,2026-03-18 22:55:29,37.08158,-121.59959,348.0,0.0,344.7,-12.6,,,,,0.0,10.7,-0.5,4.2,0.0,224.0,-0.0,-0.01,1.0,99.0,-20.0,91.4,0.0,30.06,2410.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,81.86,,,,,,0.0,84.2,0.9212253829321663,0.0,0.8433333333333333,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
8.06,1,6,2026-03-18 22:55:30,37.08158,-121.59958,348.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.5,4.2,0.0,223.0,0.0,-0.01,1.0,99.0,-12.0,91.4,0.0,30.06,2419.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,82.4,86.0,82.4,86.0,82.4,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,81.86,,,,,,0.0,82.85000000000001,0.9064551422319476,0.0,0.8433333333333333,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
9.06,1,6,2026-03-18 22:55:31,37.08158,-121.59958,347.0,0.1,344.7,-12.6,,,,,0.0,10.8,-0.5,4.2,0.0,223.0,0.0,-0.01,1.0,99.0,-19.0,91.4,0.0,30.06,2419.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,82.4,86.0,82.4,86.0,82.4,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.388,0.0,81.86,,,,,,0.0,82.85000000000001,0.9064551422319476,0.0,0.9276666666666666,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
10.06,1,6,2026-03-18 22:55:32,37.08158,-121.59958,346.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.5,4.1,0.0,222.0,0.0,-0.01,1.0,99.0,-40.0,91.4,0.0,30.06,2419.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.1,,1.0,1.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.012,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
11.06,1,6,2026-03-18 22:55:33,37.08158,-121.59958,346.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.5,4.0,0.0,221.0,0.0,-0.01,1.0,99.0,-43.0,91.4,0.0,30.06,2426.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,1.0,1.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.012,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
12.06,1,6,2026-03-18 22:55:34,37.08158,-121.59958,345.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.5,4.0,0.0,221.0,0.0,-0.01,1.0,99.0,-49.0,91.4,0.0,30.06,2426.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,1.0,1.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.012,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
13.06,1,6,2026-03-18 22:55:35,37.08158,-121.59958,343.0,0.1,344.7,-12.6,,,,,0.0,10.8,-0.5,4.0,0.0,220.0,0.0,-0.01,1.0,99.0,-43.0,91.4,0.0,30.06,2426.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,1.0,1.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.0963333333333334,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
14.06,1,6,2026-03-18 22:55:36,37.08158,-121.59957,342.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.5,3.9,0.0,217.0,-0.0,-0.01,1.0,99.0,-112.0,91.4,0.0,30.06,2422.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,1.0,1.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
15.06,1,6,2026-03-18 22:55:37,37.08158,-121.59957,341.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.9,0.0,214.0,-0.0,-0.01,1.0,99.0,-116.0,91.4,0.0,30.06,2422.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,1.0,1.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
16.06,1,6,2026-03-18 22:55:38,37.08158,-121.59957,340.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.8,0.0,213.0,-0.0,-0.01,1.0,99.0,-67.0,91.4,0.0,30.06,2422.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,1.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,1.0,1.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
17.06,1,6,2026-03-18 22:55:39,37.08157,-121.59957,339.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.8,0.0,212.0,-0.0,-0.01,1.0,99.0,-99.0,91.4,0.0,30.06,2427.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,0.4,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,0.4,1.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
18.06,1,6,2026-03-18 22:55:40,37.08157,-121.59957,339.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.8,0.0,210.0,-0.0,-0.01,1.0,99.0,-105.0,91.4,0.0,30.06,2427.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,0.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,0.0,1.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
19.06,1,6,2026-03-18 22:55:41,37.08157,-121.59957,338.0,0.0,344.7,-12.6,,,,,0.0,10.7,-0.6,3.8,0.0,208.0,-0.0,-0.01,1.0,99.0,-88.0,91.4,0.0,30.06,2427.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,0.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,0.0,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
20.06,1,6,2026-03-18 22:55:42,37.08157,-121.59957,337.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.8,0.0,207.0,-0.0,-0.01,1.0,99.0,-78.0,91.4,0.0,30.06,2432.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,0.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,0.0,2.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
21.06,1,6,2026-03-18 22:55:43,37.08157,-121.59957,336.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.9,0.0,206.0,0.0,-0.01,1.0,99.0,-92.0,91.4,0.0,30.06,2430.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.1,,0.1,12.6,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,12.6,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,1.388888888888889e-05,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.1,0.0
22.06,1,6,2026-03-18 22:55:44,37.08157,-121.59956,336.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.7,3.8,0.0,204.0,0.0,-0.01,1.0,99.0,-85.0,91.4,0.0,30.06,2430.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.5,,0.5,30.1,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,30.1,2.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,9.722222222222222e-05,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.5,0.0
23.06,1,6,2026-03-18 22:55:45,37.08157,-121.59956,335.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.8,0.0,203.0,0.0,-0.01,1.0,99.0,-65.0,91.4,0.0,30.06,2430.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,1.2,,1.2,31.3,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,31.3,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0003333333333333333,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,1.2,0.0
24.06,1,6,2026-03-18 22:55:46,37.08157,-121.59956,334.0,0.0,344.7,-12.6,,,,,0.0,10.7,-0.7,3.8,0.0,203.0,-0.0,-0.01,1.0,99.0,-45.0,91.4,0.0,30.06,2428.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,1.7,,1.7,31.1,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,254.0,,31.1,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.000736111111111111,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,1.7,0.0
25.06,1,7,2026-03-18 22:55:47,37.08157,-121.59958,385.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.8,0.0,202.0,0.0,-0.01,1.0,99.0,-52.0,91.4,0.0,30.06,2428.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,2.1,,2.1,31.1,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,31.1,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0012638888888888888,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,2.1,0.0
26.06,1,7,2026-03-18 22:55:48,37.08157,-121.59958,343.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.9,0.0,202.0,0.0,-0.01,1.0,99.0,-19.0,91.4,0.0,30.06,2428.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,2.4,,2.4,32.3,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,32.3,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0018888888888888887,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,2.4,0.0
27.06,1,7,2026-03-18 22:55:49,37.08157,-121.59958,344.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.9,0.0,201.0,0.0,-0.01,1.0,99.0,-53.0,91.4,0.0,30.06,2437.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,2.2,,2.2,31.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,31.0,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.0025277777777777777,1.1806666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,2.2,0.0
28.06,1,7,2026-03-18 22:55:50,37.08156,-121.59958,343.0,0.1,344.7,-12.6,,,,,0.0,10.8,-0.6,3.9,0.0,201.0,-0.0,-0.01,1.0,99.0,-12.0,91.4,0.0,30.06,2437.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,2.2,,2.2,30.8,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,30.8,2.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9212253829321663,0.003138888888888889,1.265,413.6,True,2026-03-18 22:55:22 - Flight 1,2.2,0.045454545454545456
29.06,1,7,2026-03-18 22:55:51,37.08156,-121.59958,343.0,0.1,344.7,-12.6,,,,,0.0,10.9,-0.6,3.8,0.0,201.0,0.0,-0.01,1.0,99.0,11.0,93.2,0.0,30.06,2437.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,30.5,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,30.5,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9034334763948498,0.0034444444444444444,1.4336666666666666,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
30.06,1,7,2026-03-18 22:55:52,37.08156,-121.59958,343.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.9,0.0,200.0,0.0,-0.01,1.0,99.0,-55.0,93.2,0.0,30.06,2437.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,30.3,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,254.0,,30.3,2.0,4.998,,,1.525,1.387,0.0,81.5,,,,,,0.0,84.2,0.9034334763948498,0.0034444444444444444,1.518,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
31.06,1,7,2026-03-18 22:55:53,37.08156,-121.59958,342.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.9,0.0,200.0,-0.0,-0.01,1.0,99.0,-40.0,93.2,0.0,30.06,2437.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,30.1,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,253.9,,30.1,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9034334763948498,0.0034444444444444444,1.518,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
32.06,1,7,2026-03-18 22:55:54,37.08156,-121.59957,341.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.8,0.0,199.0,-0.0,-0.01,1.0,99.0,-57.0,93.2,0.0,30.06,2445.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,30.0,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,253.9,,30.0,2.0,4.998,,,1.525,1.388,0.0,81.68,,,,,,0.0,84.2,0.9034334763948498,0.0034444444444444444,1.518,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
33.06,1,7,2026-03-18 22:55:55,37.08155,-121.59957,341.0,0.1,344.7,-12.6,,,,,0.0,10.8,-0.6,3.8,0.0,198.0,-0.0,-0.01,1.0,99.0,-29.0,93.2,0.0,30.06,2446.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,29.8,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,253.9,,29.8,2.0,4.998,,,1.525,1.387,0.0,81.5,,,,,,0.0,84.2,0.9034334763948498,0.0034444444444444444,1.6023333333333332,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
34.06,1,7,2026-03-18 22:55:56,37.08155,-121.59957,340.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.5,3.9,0.0,198.0,-0.0,-0.01,1.0,99.0,2.0,93.2,0.0,30.06,2446.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,29.7,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,86.0,,,12.0,253.9,,29.7,2.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9034334763948498,0.0034444444444444444,1.6866666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
35.06,1,7,2026-03-18 22:55:57,37.08155,-121.59957,339.0,0.0,344.7,-12.6,,,,,0.0,10.8,-0.6,3.9,0.0,198.0,-0.0,-0.01,1.0,99.0,3.0,93.2,0.0,30.06,2446.0,,,42.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,82.4,0.0,0.0,30.1,0.0,,0.0,29.6,,,18.4,0.0,0.0,-0.1,6.8,5.3,,,,,84.2,86.0,84.2,86.0,84.2,86.0,84.2,87.8,,,12.0,253.9,,29.6,2.0,4.998,,,1.525,1.387,0.0,81.68,,,,,,0.0,84.2,0.9034334763948498,0.0034444444444444444,1.6866666666666665,413.6,True,2026-03-18 22:55:22 - Flight 1,0.0,0.0
